,0
1268,startseq  woman in purple dress plays with her hair while waiting in lobby endseq
1269,startseq  baby swimming in pool held up by an adult endseq
1270,startseq  child stoops to pick up watermelon from large pile of them endseq
1271,startseq  bunch of asian children on steps endseq
1272,startseq  baby with an airplane on his shirt sits in high chair endseq
1273,startseq  two bald men on park bench wearing small yellow traffic cones endseq
1274,startseq  brown dog is jumping over pole with fire on the ends endseq
1275,startseq  brown dog jumps through three hoops endseq
1276,startseq  brown dog is jumping in the air near pinkcoated girl endseq
1277,startseq  children stretch outside endseq
1278,startseq  baby sits in black and white chair and puts its fingers up its nose endseq
1279,startseq  group of greyhound dogs in race leaving the gate endseq
1280,startseq  beautiful sunset with three people in boat on the lake endseq
1281,startseq  man among steep and snowy mountains endseq
1282,startseq  group of dogs run down dry field endseq
1283,startseq  man in black jacket and jeans stands in front of brick wall endseq
1284,startseq  two people are walking in desert endseq
1285,startseq  young girl in green shirt is running in gym endseq
1286,startseq  man surfs by the golden gate bridge on foggy day endseq
1287,startseq  child in purple winter gear is on red sled endseq
1288,startseq  curly haired girl is dragging grey inflatable raft with red paddle into the water endseq
1289,startseq  big black dog carries blue ball while two corgis run at his side endseq
1290,startseq  child looks at guard in red uniform from the other side of fence endseq
1291,startseq  brown and black dog are fighting on snow endseq
1292,startseq  guy is staring at blonde lady in blue jacket endseq
1293,startseq  little girl is shoveling snow endseq
1294,startseq  beautiful view of the mountains on snowy day endseq
1295,startseq  dog attempting to chew on red ball endseq
1296,startseq  little blonde girl is standing in front of water fountain endseq
1297,startseq  dog running with toy in his mouth endseq
1298,startseq  brown and black and brown dog are playing in the water and the black one is carrying long stick in its mouth endseq
1299,startseq  group of school children walking around outside in their uniforms endseq
1300,startseq  four people are lining up to purchase tickets at the theater endseq
1301,startseq  four bicyclists ride along dirt road between two wire fences endseq
1302,startseq  man in hat sits outside near some cardboard boxes endseq
1303,startseq  child in red jumps on red object while others laugh endseq
1304,startseq  girl with dyed red hair wearing striped clothing talking on cellphone endseq
1305,startseq  man in green holding camera stands between two of the head statues on easter island endseq
1306,startseq  crowd of young people in winter clothing waiting for the train endseq
1307,startseq  blond dog walks in creek with banks filled with snow endseq
1308,startseq  white dog catching soccer ball midair endseq
1309,startseq  adults in winter jackets and hats swing brooms at little yellow ball while black dog looks on endseq
1310,startseq  children play basketball on court endseq
1311,startseq  caravan of green and red vehicles going up mountain endseq
1312,startseq  man and dog running across shallow water on beach endseq
1313,startseq  man and woman wait to cross street endseq
1314,startseq  an elderly woman in burgundy scratches her face as she observes young man in blue jacket and white baseball cap endseq
1315,startseq  boy in red is jumping in playground sand pit endseq
1316,startseq  boy jumps on the bright colored pillows endseq
1317,startseq  brown dog and spotted dog squabble over dog toy endseq
1318,startseq  dog plays in the snow endseq
1319,startseq  dark haired man in his twenties drinks green liquid from plastic mug endseq
1320,startseq  person is reading magazine on snowing sidewalk endseq
1321,startseq  boy stands on rocky mountain endseq
1322,startseq  man dressed in black walks on an icy sidewalk endseq
1323,startseq  boy playing basketball in gym endseq
1324,startseq  busy street of people and two men are wearing no shirts endseq
1325,startseq  bunch on people are seated in stadium endseq
1326,startseq  two boys eating apples playing on cement car barrier endseq
1327,startseq  boy walks endseq
1328,startseq  an asian girl and boy playing on with yellow ball on black and white floor endseq
1329,startseq  two big dogs play in the snow under tree endseq
1330,startseq  louis vuitton store window at night endseq
1331,startseq  bird sits in leafless tree endseq
1332,startseq  lone man climbing the side of large rock wall endseq
1333,startseq  man is abseiling down cliff over the ocean endseq
1334,startseq  person climbing down rocky cliffside with water below endseq
1335,startseq  three individuals are posing on skis behind no skiing sign endseq
1336,startseq  man in blue pants repels off cliff over water endseq
1337,startseq  man does technical rock climbing endseq
1338,startseq  black and white dog is running through the sand at beach endseq
1339,startseq  child holds football and runs from other children endseq
1340,startseq  dog is waling on sand endseq
1341,startseq  two dolphins flying headfirst into beautiful tropical blue lake endseq
1342,startseq  an elderly asian woman wearing blue winter coat and red hat in front of food counter endseq
1343,startseq  the children of family play while they wait endseq
1344,startseq  couple of playful kids in sweats and jeans romp on the grass endseq
1345,startseq  as the brown dog looks the other way large black and white dog plays with smaller black dog endseq
1346,startseq  people waiting for the subway endseq
1347,startseq  child in black wetsuit is in the waves on surfboard endseq
1348,startseq  two gray dogs run together over the green grass endseq
1349,startseq  black and brown dog is running out of the surf endseq
1350,startseq  fox terrier leaps after ball endseq
1351,startseq  men dressed in winter clothing stand against railing on snowy street endseq
1352,startseq  woman in marching band uniform holding out her arms to another woman endseq
1353,startseq  dirty dogs runs through the woods endseq
1354,startseq  german sheperd and small white dog are playing endseq
1355,startseq  girl is playing virtual video game while her image is displayed behind her endseq
